Acc	Gene_Family	Species	SRR062276_Abundance.RPKs	SRR062301_Abundance.RPKs	SRR062353_Abundance.RPKs	SRR062357_Abundance.RPKs	SRR062371_Abundance.RPKs	SRR062372_Abundance.RPKs	SRR062389_Abundance.RPKs	SRR062396_Abundance.RPKs	SRR062402_Abundance.RPKs	SRR062413_Abundance.RPKs	SRR062415_Abundance.RPKs	SRR062435_Abundance.RPKs	SRR062441_Abundance.RPKs	SRR062462_Abundance.RPKs	SRR1804628_Abundance.RPKs	SRR1804686_Abundance.RPKs	SRR346673_Abundance.RPKs	SRR346681_Abundance.RPKs	SRR513168_Abundance.RPKs	SRR513448_Abundance.RPKs	SRR514180_Abundance.RPKs	SRR514191_Abundance.RPKs	SRR514231_Abundance.RPKs	SRR528155_Abundance.RPKs	SRR528183_Abundance.RPKs	SRR528261_Abundance.RPKs	SRR528300_Abundance.RPKs	SRR528353_Abundance.RPKs	SRR528423_Abundance.RPKs	SRR532006_Abundance.RPKs	SRR532015_Abundance.RPKs	SRR532024_Abundance.RPKs	SRR532040_Abundance.RPKs	SRR532178_Abundance.RPKs	SRR532183_Abundance.RPKs	SRR532190_Abundance.RPKs	SRR532191_Abundance.RPKs	SRR532504_Abundance.RPKs	SRR532507_Abundance.RPKs	SRR533152_Abundance.RPKs	SRR533153_Abundance.RPKs	SRR545546_Abundance.RPKs	SRR638753_Abundance.RPKs	SRR640340_Abundance.RPKs	SRR640357_Abundance.RPKs	SRR640452_Abundance.RPKs	SRR640499_Abundance.RPKs
Q6A7P5	 30S_ribosomal_protein_S15	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194056	0.000633958	0.000205988	0	0	0	0	0	0.000552833	0	0	0	0	0	0.00185683	0	0	0.00156712
Q6A5G7	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000829115	0.000866409	0	0.00330716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F9YWM8	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52506e-06	1.13929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433521	0.00079674	0.000396525	0.000250843	0	0	0	0	0.000249154	0.000273836	0	0	0	0.000678639	0.000935341	0	0.000969795	0
S5DXK4	 Protein_NrdI	g__Lactobacillus.s__Lactobacillus_crispatus	0.000844908	0.000762552	0.00041305	0.000435995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030109	0.00115022	0.00108518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ABK1	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000624322	0.000296208	0.000324828	0.000673527	0	0	0	0	0.000460216	0	0	0	0	0	0	0	0.00261322	0
E4DYT9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64773e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000670288	0.000553027	0	0.000243572	0	0	0	0	0	0.000456687	0	0	0	0	0	0	0.00165977	0.00135983
Q6ABU4	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	1.87653e-06	0	0	0	0	0	0	0	0	0	1.29423e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161848	0.000277992	0.000264735	6.12186e-05	0	0	0	0	0.000121716	0.000107063	0	0	0	0.000762227	0.000813151	0.000813802	0.000836279	0.000745592
M9VF01	 Delta_aminolevulinic_acid_dehydratase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	8.34299e-07	0	0	0	0	0	0	0	0	0	1.15594e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152228	0.000238305	0.000282001	0.000157513	0	0	0	0	0.000481673	0.000366292	0	0	0.000268282	0.000574055	0.000734671	0	0.00110228	0.000610507
F1VG51	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	5.17561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318252	7.88568e-05	0.000337821	0.000228958	0	0	0	0	0.000455217	0.000218871	0	0	0.00112142	0.000686051	0	0.0015197	0	0
E4HKN5	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837505	0	0	0.00157902	0	0	0	0	0.00105864	0.00148877	0	0	0	0	0	0	0	0
F9YXG5	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	9.44218e-07	9.82829e-07	0	0	0	0	3.45415e-07	0	0	4.01876e-07	0	9.32329e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303528	0.000325613	0.000221876	0.000370143	0	0	0	0	0.000269361	0.000157777	0	0	0.000448973	0.000833756	0.000416045	0.00022773	0.000463242	0.000913432
D4HD74	 Inositol_monophosphatase_family_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	7.97568e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.55965e-05	0.000314027	0.000559413	0.000345857	0	0	0	0	0.000274456	0.0002651	0	0	0	0.000440808	0.000916676	0.00137162	0	0.000378875
Q6A9B3	 30S_ribosomal_protein_S20	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057171	0	0.000202288	0.000274201	0	0	0	0	0.000796671	0	0	0	0.00128586	0	0.00182348	0	0	0
Q6A5U9	 50S_ribosomal_protein_L31_type_B	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041606	0	0.00057846	0.00031364	0	0	0	0	0	0	0	0	0	0	0.00364471	0	0	0
G7U7Z5	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316991	0	0.00040102	0	0	0	0	0	0	0	0	0.00423177	0	0	0	0	0
E4GWU8	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494601	0	0	0	0
F1VJ96	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350064	0.00055012	0.000723024	0	0	0	0	0.000239588	0	0	0	0	0	0.00307969	0	0	0
D4HEP8	 Sugar_binding_domain_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	8.99237e-07	0	0	0	0	0	0	0	5.87391e-07	0	4.78443e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000810213	0.000119511	0.000738467	0.000951544	0	0	0	0	0.000320941	0.000293078	0	0	0	0.000652284	0.000717162	0.000329812	0	0
G0DW52	 CRISPR_associated_protein_Cas2	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	2.21968e-06	0	0	2.00354e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386566	0.000703864	4.24618e-05	0.000375347	0	0	0	0	0.000185429	0	0	0	0.000915443	0	0	0	0.00127474	0.00104901
J9WC21	 Replication_associated_protein_RepB	g__Lactobacillus.s__Lactobacillus_crispatus	0.000681753	0.000857617	0.000546398	0.000644155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140566	0.000800491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D4HEF0	 CAAX_amino_terminal_protease_family_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	6.46734e-07	0	0	0	5.71788e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298786	0.00016403	0.000198471	0.000296134	0	0	0	0	0.000107512	5.19316e-05	0	0	0.000265424	0.000342104	0.000720121	0.00107434	0.00110342	0.000302006
E3R1M0	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000464981	0.000622003	0.000894881	0.000762681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732391	0.000752461	0.000700181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G7U903	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	2.2621e-06	0	0	0	0	0	0	0	0	0	1.54075e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000500891	0.000110371	0.000215172	0.000291666	0	0	0	0	0.000284184	0.000694779	0	0	0	0	0.00096981	0.000924638	0.000919607	0
F1UFB8	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	7.19918e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143544	0	0	0	0	0	0	0	0	0	0.00477199	0	0	0	0	0
M9VMY9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000762824	0.000281759	0	0.0005603	0	0	0	0	0	0.00035969	0	0	0.000929026	0.00202649	0	0	0	0
M9VQH6	 MarR_family_transcriptional_regulator	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000420927	0.000104387	0.000101753	0.000544612	0	0	0	0	0.000137113	0.000132175	0	0	0.000675553	0	0.00091723	0	0.00188483	0
M9VEZ2	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793657	0.000515757	0.000699107	0	0	0	0	0.000347494	0.000332441	0	0	0	0.00222759	0	0	0	0
D4H9L4	 Endoribonuclease_L_PSP	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	1.52324e-06	0	0	0	1.30467e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178198	0.000187836	0	0.000247821	0	0	0	0	0.000454195	0.000365303	0	0	0.00123107	0.000813327	0	0	0	0.00141596
D4HCM1	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66661e-05	0.000436845	0.00111976	0	0	0	0	0	0.000382535	0.000342829	0	0	0	0	0	0	0.00254948	0
D6ZMQ8	 NO_NAME	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0.000340329	0.000229635	0.000217176	0.000348172	0.000478044	0.000238868	0.000615863	0.000396276	0.000512897	0.000555021	0.000107853	0	0.000366046	0.000383709	0	0	0	0	0.000101091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D4HAP5	 Transcriptional_regulatory_protein_C_terminal_domain_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	3.44736e-06	0	0	0	0	8.71891e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361428	0.000308497	0.000385048	0.000146017	0	0	0	0	0.000292712	0.000423945	0	0	0	0.000474886	0.000991923	0.000497672	0.00100189	0
F1UJ34	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156609	0.000603251	0	0	0	0	0	0	0	0	0	0	0	0.00271893	0	0	0
T2BL02	 Cell_wall_associated_hydrolase	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0.000255468	0.000250009	0.000495163	0.000120831	0.000239031	0.000613795	0.000479445	0.000406922	0.000682457	0.000523796	0	0	0.000176988	0.000174841	0	0	0	0	0.000249817	2.10052e-05	4.65008e-05	4.51051e-05	2.73998e-05	4.11355e-05	2.75306e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F9YYJ5	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424356	0.000681099	0.000366332	0	0	0	0	0	0.000351057	0	0	0.000990333	0	0	0	0	0.00205606
M9VKP1	 Bacterial_transferase_hexapeptide_repeat_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01282e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329274	0.000200713	0.000194657	0.000218024	0	0	0	0	0.000175759	0.000334048	0	0	0	0.00168656	0.00115285	0	0.000571195	0
E4F2R9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	5.39542e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276741	0.000945174	0.00030711	0.00062443	0	0	0	0	0.000804208	0.000398929	0	0	0	0	0.00149815	0	0	0
D5H345	 Uncharacterized_conserved_secreted_or_membrane_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000792568	0.00114043	0.000490212	0.000415013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000802713	0.000510293	0.000708412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6A9C3	 L_lactate_dehydrogenase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	7.98837e-07	8.04212e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401631	9.74271e-05	0.000309749	0.000105219	0	0	0	0	0.000678501	0.000252233	0	0	0.00102372	0	0.000690293	0.000353058	0.000359055	0.00058542
F1ULM9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55227e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234009	0.000944335	0	0	0	0	0	0	0.000338049	0	0	0	0	0	0	0.00330086	0	0
D4HAM6	 Redoxin_family_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236391	0.000589818	0.00021563	0.000194194	0	0	0	0	0.000769714	0.000371964	0	0	0	0.000606647	0	0	0.00132878	0.000537293
D4HAV6	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	1.61163e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299827	0.000499735	0	0	0	0	0	0.000264002	0.000517504	0	0	0.000663561	0	0.000838166	0.000831924	0.000927769	0
E6EJH9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297347	0	0	0	0	0	0	0	0	0	0.0022798	0	0	0.00225601	0
E4EU00	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852032	0.000460542	0	0.00150579	0	0	0	0	0.0008589	0.00115479	0	0	0	0	0	0	0	0
W4UG69	 Transcriptional_regulator	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433205	0.000411977	0	0	0	0	0	0.000547771	0	0	0	0	0.00343311	0	0	0	0
F9YWF7	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428346
E4FD09	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129931	0.00352242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7XL16	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000385809	0.00050658	0.000690458	0.00114925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671642	0.000886131	0.000526045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1UH37	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000636504	0	0	0	0	0	0	0	0.000455217	0.00174606	0	0	0	0	0	0	0.00196994	0
F9Z0G0	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280398	0.000305342	0.00014882	0.000403449	0	0	0	0	0.000318209	0.000870872	0	0	0	0	0	0.00123285	0.00123947	0
D4HAQ3	 Phosphocarrier_HPr_family	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019057	0.000415046	0.00032421	0	0	0	0	0	0.000420215	0.000525535	0	0	0.00117426	0	0	0.0017442	0	0
M9VR91	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000378885	0	0	0.000274201	0	0	0	0	0.000272585	0.000519388	0	0	0	0	0	0	0.00181227	0.00152533
K7SIL7	 30S_ribosomal_protein_S1	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	1.51808e-06	0	0	0	0	0	2.71867e-06	0	0	1.16675e-06	6.92272e-06	9.42512e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249839	0.000297692	0.000169098	0.000358799	0	0	0	0	0.00025986	0.000219316	0	0	0.000157392	0.000417169	0.000649936	0.00131144	0.000667667	0
E4HT58	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477321
D4HCT6	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320974	0.00159572	0.000513671	0.000711166	0	0	0	0	0.00067576	0.000177661	0	0	0	0	0.000616438	0	0	0
A4K468	 Gp1	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213592	0	0	0	0	0	0	0	0	0.000578852	0	0	0	0.00195849	0.00201847	0	0	0
F9Z1G0	 DNA_primase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	8.11545e-07	0	0	0	0	9.192e-07	0	0	6.15863e-07	0	7.43165e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233073	0.000292768	0.000190432	0.000232193	0	0	0	0	0.000332917	0.000172993	0	0	0.000379428	0.000328269	0.000857542	0.000517781	0.000353144	0.000868956
E6E5P2	 Putative_fructose_bisphosphate_aldolase_class_I	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	8.25327e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244538	0.000204706	0.000296107	0.000378674	0	0	0	0	0.00021445	0.000259474	0	0	0.00105799	0.000677263	0.000717371	0.000709784	0	0
F9Z1Z1	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19517e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291859	0.000160441	0.000154924	0.000211999	0	0	0	0	0.000156335	0.000101815	0	0	0.00052038	0.000381124	0.000708789	0.00206927	0	0
W4U353	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766872	0	0.000711356	0.000766061	0	0	0	0	0.000745279	0.000236888	0	0	0	0	0	0.00152791	0	0
E4D7D6	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435536	0
E4H9T9	 DnaJ_domain_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77909e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000555099	0.000755425	0.00111615	0.000823546	0	0	0	0	0.000670733	0.000762783	0	0	0	0	0	0	0	0
E6D4T8	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000507603	0.000379945	0.000538815	0	0	0	0	0	0	0.000430217	0	0	0	0	0	0	0.00287693	0
F9Z025	 Protein_NagD	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	7.513e-07	0	0	7.76018e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42327e-05	0.000337406	0.000140954	0.00025293	0	0	0	0	0.000189366	0.000244129	0	0	0.000635113	0.000405583	0	0.000829854	0.00128376	0.000357205
D4HC14	 ThiS_family_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433076	0	0.000241301	0	0	0	0	0	0.000325155	0	0	0	0	0	0	0	0.00191211	0.00180991
F9Z1F3	 Succinate_dehydrogenase_Or_fumarate_reductase_cytochrome_b_subunit_b558_family	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	3.86449e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000283551	0.000246298	0.000241301	0.000245312	0	0	0	0	0.000159774	0.000197706	0	0	0.000801013	0.000520638	0.000542817	0	0.000559481	0.000917479
E3R557	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000706616	0.000300903	0.000787091	0.000502284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000545307	0.000266519	0.00160794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q03PY0	 50S_ribosomal_protein_L36	g__Lactobacillus.s__Lactobacillus_crispatus	0	0.000519356	0.00123582	0.000556893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117335	0.000608103	0.000622559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6A6Q6	 Translation_initiation_factor_IF_1	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	3.45175e-06	0	0	0	0	3.74752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260862	0.000284069	0.000550766	0.000750681	0	0	0	0	0	0.00035969	0	0	0	0	0.00249607	0	0	0
D4HFM1	 Single_stranded_DNA_binding_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	1.49122e-06	0	0	0	1.33701e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345139	0.000191472	0.000186641	0	0	0	0	0	0.000376592	0.000242443	0	0	0	0.000806118	0	0.00167721	0.000866259	0
E4AR74	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00470669	0	0	0	0
E6CHL4	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65471e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000685659	0	0	0	0	0	0	0	0.00395396
Q6A8H6	 Guanylate_kinase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	2.10646e-06	0	0	0	9.68735e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253448	0.000137432	0.000201993	0.000455078	0	0	0	0	0.000272948	0.000263207	0	0	0.000444971	0.00113422	0	0	0	0.00152816
E4GNQ5	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554289	0.000980841	0.000572578	0.00172756	0	0	0	0	0.000867685	0	0	0	0	0	0	0	0	0
F9Z0N6	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	2.31352e-06	0	0	0	0	0	1.89978e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000661676	0.000422657	0	0.000319105	0	0	0	0	0	0.000358538	0	0	0	0.00101333	0.00102707	0	0	0.000895496
D1PHL1	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005801	0.000603313	0.000591375	0.000592171	0.000630997	0.000645447	0	0	0	0	0.000168361	0.000136907	0.00023732	6.694e-05	0	0	0.000236884	0.000210654	0	0	0	0	0	0
D4HA37	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016891	0.00152638	0	0	0	0	0	0.00148216	0	0	0	0	0	0	0	0
D4HD18	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	2.30089e-06	0	0	0	1.55351e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175063	0.000300184	0.00014664	0.000298102	0	0	0	0	0.00048911	0.00028424	0	0	0	0	0.000660565	0.000664459	0.00110815	0.000550934
D5H0U7	 Na_H_antiporter	g__Lactobacillus.s__Lactobacillus_crispatus	0.000534657	0.000560494	0.000657966	0.00061479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000744361	0.00092212	0.000658856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
